,CNTSCHID,Region,STRATUM,LANGTEST,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT
622,72400628,72416,ESP9034,156.0,public,3.0,6.7529,287.0,0.7353,1.0,42.5,1.0,1.0,0.9059,0.0,18.0,0.0,1.2478,-1.4551,0.1795,-0.1144,0.9042,1.05064,35.85534,0.76302
623,72400629,72403,ESP0306,156.0,private,2.0,16.962,670.0,1.4035,1.0,39.5,1.0,1.0,0.3924,0.0253,53.0,3.0,-0.6884,0.2765,-0.6983,-0.7767,0.9042,2.38269,132.69573,1.73041
624,72400630,72408,ESP0815,156.0,public,3.0,,,,1.0,86.5,1.0,,,,23.0,0.0,2.9595,1.9407,0.3894,-0.6289,-4.0518,3.31771,402.08201,2.40945
625,72400631,72406,ESP0612,156.0,private,2.0,15.0566,399.0,1.0,1.0,26.5,1.0,0.3019,0.6981,0.0,23.0,1.0,0.8339,-1.4551,-2.0719,-2.0409,0.9042,3.52857,68.44308,2.56259
626,72400632,72413,ESP9026,156.0,public,3.0,12.3467,463.0,0.4,1.0,37.5,1.0,0.0667,1.0,0.08,28.0,1.0,-0.9432,0.21,0.7745,-0.4985,0.1571,8.85742,688.76581,6.43261
627,72400633,72405,ESP0509,156.0,public,3.0,12.766,600.0,0.7527,1.0,47.0,1.0,0.9574,1.0,0.0,28.0,0.0,0.4591,2.0786,1.1152,1.6642,-0.4859,4.52326,410.46137,3.28497
628,72400634,72402,ESP0203,156.0,public,3.0,8.0,164.0,0.5183,1.0,20.5,1.0,1.0,1.0,0.0244,18.0,2.0,0.1423,0.8371,-0.5654,-0.7866,0.9042,4.87511,239.87662,3.5405
629,72400635,72415,ESP1533,451.0,private,2.0,15.5867,1169.0,0.6627,1.0,75.0,1.0,0.4333,0.4333,0.0267,23.0,2.0,0.1111,0.1964,0.1795,-0.8267,0.9042,1.36997,127.34735,0.99493
630,72400636,72407,ESP9014,156.0,private,2.0,11.6226,308.0,1.0714,1.0,26.5,1.0,1.0,1.0,0.0,28.0,0.0,0.108,0.21,-1.6103,-2.0409,0.9042,13.54922,224.08421,9.83999
631,72400637,72415,ESP1532,156.0,public,3.0,,,,1.0,56.0,1.0,1.0,0.0,0.0,23.0,0.0,0.2681,0.21,1.3778,0.9355,-1.0542,1.07859,99.5368,0.78332
632,72400638,72416,ESP9037,451.0,private,2.0,13.0759,1033.0,0.6034,1.0,79.0,0.519,0.2658,,0.0,53.0,3.0,-0.0672,0.028,-0.6744,-0.7866,0.3009,2.98173,157.86461,2.16546
633,72400639,72405,ESP0509,156.0,public,3.0,,,,,,,,,,,,,,,,,4.92405,402.31797,3.57604
634,72400640,72406,ESP0611,156.0,public,3.0,8.6735,425.0,0.3784,1.0,49.0,1.0,1.0,1.0,0.0612,23.0,1.0,0.2681,1.3405,0.8153,0.9355,-1.0542,1.17484,106.07753,0.85322
635,72400641,72409,ESP9018,160.0,private,2.0,5.296,331.0,1.0,1.0,62.5,1.0,0.048,0.816,0.064,23.0,1.0,-1.4212,-1.4551,-0.5412,-0.3479,0.9042,17.93313,1388.66737,13.02376
636,72400642,72413,ESP9025,156.0,public,3.0,20.3942,1397.0,0.25,1.0,68.5,1.0,1.0,0.3212,0.1606,28.0,2.0,0.6191,-0.0719,0.6058,-0.7833,-1.0542,3.73091,389.4378,2.70954
637,72400643,72410,ESP1019,156.0,public,3.0,8.8889,320.0,1.25,1.0,36.0,1.0,1.0,0.0,0.0,18.0,0.0,0.1,1.8544,0.976,1.3713,-0.4859,4.20486,189.62601,3.05374
638,72400644,72414,ESP1430,156.0,public,3.0,11.6176,1580.0,0.1648,1.0,136.0,1.0,1.0,1.0,0.0735,33.0,2.0,2.1861,-1.4551,-1.6103,-2.0409,0.9042,2.26726,329.77742,1.64658
639,72400645,72416,ESP9036,156.0,private,2.0,,,,1.0,47.5,1.0,0.0947,0.0316,0.0211,28.0,2.0,0.4292,0.8371,-0.0956,-0.9033,0.9042,2.99926,174.02227,2.17818
640,72400646,72411,ESP1121,156.0,public,3.0,,,,1.0,100.0,1.0,1.0,,0.02,28.0,3.0,0.2681,-0.0097,-1.6103,-2.0409,0.9042,9.46756,260.8546,6.87572
641,72400647,72417,ESP9039,156.0,private,2.0,17.8925,832.0,1.0,1.0,46.5,0.9355,0.0108,0.0215,0.0323,28.0,2.0,-0.6924,-0.1776,-0.0956,0.6335,0.3009,17.9285,861.41179,13.0204
642,72400648,72411,ESP1122,156.0,private,1.0,,,,,,,,,,,,,,,,,8.8381,256.42687,6.41858
643,72400649,72416,ESP9036,156.0,private,2.0,15.7804,2012.0,0.4717,1.0,127.5,1.0,0.5961,0.4039,0.0157,28.0,0.0,-0.6483,-0.5869,-0.4097,0.2785,0.9042,1.49963,165.96627,1.08909
644,72400650,72404,ESP0407,160.0,public,3.0,10.0658,765.0,0.3876,1.0,76.0,,1.0,,0.0263,33.0,0.0,1.6863,1.0815,0.6737,0.705,-1.0542,1.55152,216.06807,1.12677
645,72400651,72414,ESP1430,156.0,public,3.0,11.1056,894.0,0.274,1.0,80.5,1.0,1.0,,,33.0,2.0,0.6221,-1.4551,0.4651,-0.7733,-0.6263,2.2992,331.47375,1.66977
646,72400652,72410,ESP1020,156.0,private,,14.7525,745.0,0.5825,1.0,50.5,1.0,1.0,0.1089,0.0,28.0,2.0,-1.4212,-0.5869,-2.0719,-0.3913,0.9042,1.97872,216.21865,1.43702
647,72400653,72406,ESP0611,156.0,public,3.0,7.3077,380.0,0.625,1.0,52.0,1.0,1.0,0.9231,0.0,53.0,2.0,-1.4212,1.1028,0.1795,-2.0409,0.9042,1.48953,105.58384,1.08176
648,72400654,72410,ESP1019,156.0,public,3.0,7.7945,569.0,1.1111,1.0,73.0,1.0,1.0,0.9521,0.0,28.0,2.0,-0.3123,-0.2129,0.1795,0.8715,0.9042,1.75507,185.34592,1.2746
649,72400655,72413,ESP9028,156.0,private,2.0,7.1807,1192.0,1.0,1.0,166.0,0.4488,0.244,0.1867,0.0301,23.0,1.0,-0.3123,-0.1776,0.4201,-0.137,0.1329,8.18443,713.65606,5.94386
650,72400656,72406,ESP0611,156.0,public,3.0,10.2062,495.0,0.3,1.0,48.5,,,,0.0,28.0,1.0,-0.3123,-0.2968,0.1795,-2.0409,-1.0542,1.24498,72.52236,0.90416
651,72400657,72403,ESP0305,156.0,public,3.0,10.8244,709.0,1.4545,1.0,65.5,0.9466,0.0305,0.0,0.0229,23.0,0.0,0.2681,0.8371,0.1795,0.9355,-0.1868,1.22317,140.00757,0.88832
652,72400658,72417,ESP1738,156.0,public,3.0,9.038,714.0,0.7256,1.0,79.0,1.0,1.0,,0.0253,28.0,2.0,0.1,0.4487,0.1795,0.6101,0.9042,8.19684,853.851,5.95287
653,72400659,72410,ESP1019,156.0,public,3.0,7.8156,551.0,1.0,1.0,70.5,1.0,1.0,0.1915,0.0638,23.0,1.0,-0.2805,-0.0019,-0.4598,0.6101,0.9042,2.19384,211.66531,1.59325
654,72400660,72401,ESP9001,156.0,public,3.0,10.4516,324.0,0.1519,1.0,31.0,1.0,1.0,0.2258,0.0323,28.0,1.0,1.7368,0.4487,0.5515,0.6101,0.9042,32.89744,1885.2418,23.89144
655,72400661,72415,ESP1532,156.0,public,3.0,8.0,312.0,0.9524,1.0,39.0,1.0,1.0,0.9359,0.0256,18.0,1.0,1.4743,0.6924,1.0633,0.2785,0.9042,2.14654,123.40988,1.5589
656,72400662,72416,ESP9037,156.0,private,2.0,15.5271,1576.0,1.0,1.0,101.5,0.9754,0.3793,0.5961,0.0,23.0,1.0,-1.4212,0.6676,-0.968,-0.1274,-1.4469,3.17922,91.40972,2.30888
657,72400663,72407,ESP9013,156.0,public,3.0,6.0,207.0,0.6667,1.0,34.5,1.0,1.0,0.1304,0.0435,28.0,2.0,1.2478,0.1964,0.1795,0.2785,0.9042,7.27512,196.84251,5.28348
658,72400664,72413,ESP9028,156.0,private,2.0,35.1818,1161.0,0.4878,1.0,33.0,1.0,1.0,0.1818,0.0,53.0,2.0,0.4292,0.028,-2.0719,-1.2356,0.9042,8.46665,750.77015,6.14882
659,72400665,72416,ESP9035,156.0,public,3.0,8.5862,498.0,1.0,0.7273,58.0,,,0.5862,0.0,18.0,1.0,-1.4212,-0.1776,-0.4428,-0.79,0.9042,5.37637,258.44667,3.90454
660,72400666,72405,ESP0509,156.0,public,3.0,11.629,721.0,0.6,1.0,62.0,1.0,1.0,1.0,0.0161,23.0,2.0,1.0245,1.872,0.1795,0.9355,-0.1764,3.96939,356.91402,2.88273
661,72400667,72416,ESP9037,451.0,private,2.0,18.0164,1099.0,1.0,1.0,61.0,1.0,0.9016,0.0984,0.0,53.0,1.0,0.2373,0.6736,-1.6103,0.2688,0.9042,2.24286,161.8349,1.62885
662,72400668,72401,ESP9001,156.0,public,3.0,10.8824,555.0,0.0606,1.0,51.0,1.0,0.9608,0.0,0.0392,33.0,0.0,1.2911,1.872,2.1183,1.6385,-1.5648,22.50877,1567.53438,16.34677
663,72400669,72403,ESP0305,156.0,public,3.0,10.5621,808.0,0.8696,1.0,76.5,,,,0.0261,18.0,1.0,-0.4907,1.2579,-0.3856,0.2397,0.9042,1.50643,138.46894,1.09403
664,72400670,72407,ESP9013,156.0,public,3.0,11.2389,1270.0,0.4167,1.0,113.0,,,,,28.0,1.0,0.4591,1.5435,3.441,2.1035,-1.0542,4.10193,411.29662,2.97898
665,72400671,72409,ESP9017,156.0,public,3.0,9.322,550.0,0.4211,1.0,59.0,1.0,1.0,0.9661,0.0508,28.0,1.0,-0.2376,1.0953,1.2343,-0.1695,0.9042,13.60514,1422.72749,9.8806
666,72400672,72413,ESP9025,156.0,public,3.0,12.7353,433.0,0.2308,1.0,34.0,,,,0.0,33.0,0.0,1.2478,1.3558,0.016,-0.4071,0.9042,7.7434,431.29663,5.62356
667,72400673,72413,ESP9029,156.0,private,1.0,9.8188,1355.0,1.0,1.0,138.0,0.9783,0.9783,0.4058,0.0109,53.0,3.0,-1.4212,-1.4551,-0.5715,0.3085,0.9042,1.51623,221.76416,1.10115
668,72400674,72402,ESP0204,156.0,private,1.0,17.1429,300.0,0.6,1.0,17.5,1.0,0.0,0.0,0.0,18.0,1.0,-1.4212,0.5116,-0.8074,-0.3913,0.9042,10.45476,209.84201,7.59267
669,72400675,72416,ESP9034,451.0,public,3.0,7.2,468.0,0.8929,1.0,65.0,1.0,1.0,,,53.0,0.0,0.1,0.2633,-0.0384,-0.4415,-2.1866,1.05064,48.71362,0.76302
670,72400676,72410,ESP1019,156.0,public,3.0,9.8548,611.0,0.5556,1.0,62.0,1.0,0.129,0.871,,28.0,1.0,-0.4907,0.6001,0.5143,-0.3913,0.1571,2.96814,210.66088,2.15558
671,72400677,72417,ESP1738,608.0,public,3.0,8.7818,483.0,1.0645,1.0,55.0,,,,,28.0,2.0,-0.6884,0.7558,0.4781,1.2271,-0.3006,10.24605,980.72424,7.44109
672,72400678,72413,ESP9029,156.0,private,1.0,7.9933,1191.0,1.0,1.0,149.0,1.0,0.198,0.7349,0.0671,28.0,3.0,-0.6884,0.4427,-0.8431,-0.5614,0.9042,1.85739,238.26107,1.34891
673,72400679,72413,ESP9028,156.0,private,,19.6735,964.0,1.1486,1.0,49.0,1.0,0.6224,0.3776,0.0,28.0,3.0,-1.4212,0.21,-2.0719,-2.0409,0.9042,11.33228,642.88693,8.22996
674,72400680,72413,ESP9025,156.0,public,3.0,12.1121,648.0,0.5417,1.0,53.5,1.0,0.0561,0.9439,0.0561,23.0,1.0,1.6863,2.1075,0.1204,0.6101,0.3009,3.47797,368.092,2.52584
675,72400681,72413,ESP9025,156.0,public,3.0,13.6,714.0,0.8036,1.0,52.5,1.0,1.0,0.2476,0.0571,28.0,0.0,0.279,0.6736,0.2268,-0.4039,0.9042,3.83551,381.72852,2.7855
676,72400682,72405,ESP0510,156.0,private,1.0,,,,1.0,50.5,1.0,0.9406,0.6634,0.0,28.0,3.0,-0.949,0.028,-0.335,-0.1274,0.9042,8.52096,432.70582,6.18827
677,72400683,72401,ESP9001,156.0,public,3.0,3.2381,68.0,,,21.0,1.0,1.0,1.0,0.0,13.0,0.0,-1.4212,0.6425,0.8153,-0.1662,-1.4581,40.73016,484.36926,29.57988
678,72400684,72404,ESP0408,160.0,private,2.0,16.6569,1141.0,1.0,1.0,68.5,1.0,1.0,0.4818,0.0146,28.0,1.0,-1.4212,-1.4551,-0.1493,0.2184,0.9042,2.42032,216.41816,1.75774
679,72400685,72405,ESP0509,156.0,public,3.0,11.8846,618.0,1.2644,1.0,52.0,,,0.0,0.0192,53.0,0.0,0.4698,0.661,0.9647,0.6101,0.9042,4.1383,390.3925,3.0054
680,72400686,72407,ESP9014,156.0,private,2.0,18.875,906.0,0.5319,1.0,48.0,1.0,0.6667,0.3958,0.0208,23.0,0.0,-1.4212,0.122,-3.3785,-2.0409,0.9042,6.77461,265.69855,4.91999
681,72400687,72411,ESP1121,474.0,public,3.0,7.3488,316.0,0.5263,1.0,43.0,,,,,23.0,0.0,-0.6924,-1.4551,0.1795,0.6101,0.9042,9.46756,345.13277,6.87572
682,72400688,72415,ESP1532,156.0,public,3.0,9.165,472.0,0.5,1.0,51.5,1.0,0.8641,0.1359,0.0485,23.0,0.0,0.4292,0.592,0.8153,0.2364,0.3009,1.0987,106.3789,0.79792
683,72400689,72407,ESP9013,156.0,public,3.0,,,,1.0,62.0,,,,0.0323,28.0,0.0,0.4698,0.8371,1.1001,0.9355,0.9042,5.58813,382.64588,4.05833
684,72400690,72411,ESP9021,474.0,public,3.0,7.3115,223.0,1.1111,1.0,30.5,1.0,1.0,1.0,0.0,18.0,0.0,-1.4212,-0.4314,-0.6199,-0.298,0.9042,9.46756,345.63994,6.87572
685,72400691,72403,ESP9005,156.0,public,3.0,13.3918,1145.0,1.0588,1.0,85.5,0.0,0.0,1.0,0.0117,23.0,0.0,0.6221,0.8371,1.2033,0.2266,0.9042,1.93393,143.52434,1.4045
686,72400692,72408,ESP9016,156.0,private,2.0,20.274,740.0,0.7143,1.0,36.5,1.0,1.0,0.6575,0.0822,53.0,2.0,1.4743,0.8371,-0.4684,1.1612,0.9042,6.71418,380.02681,4.87611
687,72400693,72419,ESP1942,156.0,public,3.0,12.8316,1219.0,0.48,1.0,95.0,1.0,1.0,1.0,0.0,33.0,1.0,1.2478,1.0815,0.6532,1.3713,-0.1868,1.0,160.93939,0.72624
688,72400694,72413,ESP9026,156.0,public,3.0,,,,0.9091,29.5,1.0,1.0,,0.0678,28.0,2.0,-0.0703,-0.1776,0.3894,0.6101,0.9042,12.03272,540.48389,8.73864
689,72400695,72413,ESP9025,156.0,public,3.0,13.3285,913.0,0.4412,1.0,68.5,1.0,,,,33.0,1.0,,,1.0522,1.2271,0.9042,2.95252,341.9981,2.14424
690,72400696,72411,ESP1122,474.0,private,2.0,8.5333,64.0,0.75,1.0,7.5,0.8667,0.1333,0.0,0.0,18.0,3.0,-1.4212,-1.4551,-1.6103,-1.419,0.287,17.67619,312.27937,12.83716
691,72400697,72416,ESP9034,156.0,public,3.0,3.1538,41.0,,,13.0,,,,,13.0,0.0,-0.4526,0.2633,0.2268,0.9626,0.9042,1.49427,18.0771,1.0852
692,72400698,72416,ESP9035,156.0,public,3.0,9.25,777.0,2.3696,0.7645,84.0,1.0,0.8393,0.0238,0.0238,23.0,1.0,-0.9432,0.028,-0.0956,0.8378,0.9042,4.75449,314.73286,3.4529
693,72400699,72417,ESP1739,156.0,private,2.0,14.0,329.0,1.2,1.0,23.5,1.0,1.0,0.0851,0.0,28.0,2.0,0.0543,-0.614,-1.1906,-0.1274,0.3009,21.34345,616.04965,15.50047
694,72400700,72415,ESP1532,156.0,public,3.0,8.1579,155.0,0.0417,1.0,19.0,1.0,0.6316,0.3684,0.0,13.0,0.0,0.4292,0.9285,0.4585,1.745,0.9042,2.91316,82.27559,2.11565
695,72400701,72408,ESP0815,156.0,public,3.0,11.3007,808.0,0.3478,1.0,71.5,1.0,0.9301,0.1748,0.042,28.0,1.0,1.2048,0.122,-0.0956,0.2785,0.3009,3.6076,341.74897,2.61999
696,72400702,72416,ESP9036,156.0,private,3.0,14.96,1309.0,1.0,1.0,87.5,1.0,0.4343,0.5657,0.0,53.0,0.0,-0.2692,-0.5869,-0.6364,-0.1274,0.9042,2.89929,135.10118,2.10558
697,72400703,72405,ESP0509,156.0,public,3.0,11.5769,602.0,0.8235,1.0,52.0,1.0,1.0,0.0,0.0192,28.0,2.0,1.9315,0.8371,2.2587,1.3713,0.9042,4.52326,450.10026,3.28497
698,72400704,72404,ESP0408,160.0,private,,15.0638,354.0,1.0714,1.0,23.5,1.0,1.0,,0.0,28.0,0.0,0.4698,-0.614,-0.5591,-0.4346,0.9042,5.01353,134.81477,3.64103
699,72400705,72413,ESP9029,156.0,private,1.0,13.4133,503.0,1.0,1.0,37.5,1.0,,,0.0533,23.0,2.0,-1.4212,-1.4551,-2.0719,-1.419,0.9042,2.93272,206.95564,2.12986
700,72400706,72410,ESP1019,156.0,public,3.0,7.4222,167.0,1.0,1.0,22.5,1.0,1.0,0.5333,0.0444,18.0,1.0,-1.4212,-0.5869,-1.2561,-0.5582,0.1329,4.80555,156.08102,3.48999
701,72400707,72413,ESP9029,156.0,private,1.0,14.2078,1094.0,1.0,1.0,77.0,1.0,1.0,0.6818,0.026,23.0,1.0,0.1,0.43,-1.5397,-0.5205,0.9042,4.2054,186.70403,3.05413
702,72400708,72404,ESP0407,160.0,public,3.0,11.6039,1201.0,3.2967,1.0,103.5,0.9807,0.1256,0.7971,0.058,23.0,1.0,2.1861,0.1964,0.6664,-0.3479,0.9042,2.01848,224.73199,1.4659
703,72400709,72412,ESP1223,156.0,public,3.0,10.2095,536.0,0.5952,1.0,52.5,1.0,1.0,1.0,0.0762,28.0,1.0,-0.3123,0.43,-0.0956,-0.4415,-2.1047,1.0,73.36851,0.72624
704,72400710,72409,ESP9017,160.0,public,3.0,7.7,385.0,1.0,1.0,50.0,,0.84,0.2,0.0,28.0,0.0,-0.4413,0.5116,0.0405,-0.4652,0.287,16.32616,1220.92618,11.85672
705,72400711,72417,ESP9039,156.0,private,2.0,16.484,2316.0,0.314,1.0,140.5,0.4484,0.3701,0.0854,0.0036,28.0,1.0,-0.2376,-0.1776,-1.5397,-2.0409,0.9042,6.31285,759.89159,4.58465
706,72400712,72409,ESP0917,160.0,public,3.0,10.0976,414.0,0.5797,1.0,41.0,0.9756,1.0,0.0488,0.0488,28.0,1.0,1.2048,1.3405,0.0645,-0.0127,-0.4859,19.85615,1331.05853,14.42033
707,72400713,72413,ESP9028,156.0,private,2.0,1.2778,69.0,0.4928,1.0,54.0,1.0,1.0,0.0556,0.0463,23.0,0.0,-0.4413,0.21,-0.4097,-0.1177,0.9042,10.67534,756.2169,7.75286
708,72400714,72414,ESP9031,156.0,private,2.0,17.4923,1137.0,0.5333,1.0,65.0,1.0,1.0,0.0923,0.0385,23.0,2.0,-0.6884,0.4427,-1.1401,-0.7733,0.9042,4.2663,320.02085,3.09836
709,72400715,72413,ESP9027,156.0,private,,14.5161,450.0,0.6923,1.0,31.0,1.0,1.0,1.0,0.0323,23.0,1.0,0.4292,0.355,-0.4684,0.2688,0.9042,1.0,74.93349,0.72624
710,72400716,72402,ESP0204,156.0,private,2.0,16.6667,1100.0,0.4545,1.0,66.0,1.0,0.5303,0.4394,0.0455,53.0,1.0,0.4591,0.2633,-1.1401,-2.0409,0.287,2.77911,216.02351,2.0183
711,72400717,72407,ESP9013,156.0,public,3.0,7.1277,335.0,1.0,1.0,47.0,1.0,0.8617,0.0,0.0,18.0,1.0,-1.4212,-1.4551,0.1795,-0.1274,0.9042,7.27512,276.79331,5.28348
712,72400718,72411,ESP1121,474.0,public,3.0,11.5038,1530.0,0.9796,1.0,133.0,1.0,0.9023,0.0977,,23.0,0.0,0.4292,-0.2259,0.5515,0.2266,-1.0542,7.79681,383.04271,5.66236
713,72400719,72405,ESP9010,156.0,private,,,,,,,,,,,,,,,,,,3.69778,420.528,2.68547
714,72400720,72401,ESP0102,156.0,private,,19.3521,687.0,0.6667,1.0,35.5,1.0,1.0,0.0282,0.0,43.0,2.0,-0.2805,-0.1953,-1.6103,-0.1274,-0.6385,34.72429,1844.48607,25.21817
715,72400721,72414,ESP1430,156.0,public,3.0,10.6042,509.0,0.1842,1.0,48.0,,,,0.0833,28.0,1.0,0.5886,0.6798,0.8153,0.2266,0.9042,3.93356,326.11275,2.85671
716,72400722,72413,ESP9025,156.0,public,3.0,14.0612,1378.0,0.4717,1.0,98.0,1.0,1.0,0.0306,0.0408,28.0,1.0,-0.4447,0.0131,-0.335,-0.1695,-1.0542,1.83214,406.11952,1.33058
717,72400723,72416,ESP9035,156.0,public,3.0,6.186,133.0,0.7692,1.0,21.5,1.0,1.0,0.0,0.0,13.0,0.0,0.0606,0.889,0.6764,0.2266,-0.061,5.37637,158.01522,3.90454
718,72400724,72414,ESP1430,156.0,public,3.0,12.3645,1255.0,0.4545,1.0,101.5,1.0,1.0,0.2118,0.2118,28.0,1.0,1.2478,0.8371,0.6058,0.6101,0.9042,2.67611,340.33251,1.9435
719,72400725,72411,ESP1121,474.0,public,3.0,11.541,704.0,0.5882,1.0,61.0,,0.9508,0.0656,0.0656,28.0,2.0,-0.0672,0.6736,-0.0871,-1.2943,0.9042,4.23019,375.54942,3.07213
720,72400726,72407,ESP9014,156.0,private,2.0,10.1538,132.0,0.6538,1.0,13.0,1.0,1.0,1.0,0.0,13.0,1.0,-0.6344,-0.1776,-1.8118,-2.0409,0.9042,6.77461,191.02954,4.91999
721,72400727,72416,ESP9036,156.0,private,2.0,14.5125,2039.0,0.708,1.0,140.5,0.4947,0.4698,0.0,0.0356,28.0,1.0,-0.9432,-0.1776,-1.6103,-2.0409,0.1571,1.93286,178.65191,1.40372
722,72400728,72410,ESP1019,156.0,public,3.0,7.7647,396.0,0.3125,1.0,51.0,,,0.8824,0.0,28.0,1.0,2.9595,,1.2033,1.602,-1.0542,4.80555,181.49894,3.48999
723,72400729,72413,ESP9028,156.0,private,2.0,14.5565,1674.0,0.7097,1.0,115.0,0.8783,0.8696,0.3217,0.0,33.0,2.0,-0.6924,0.5876,-0.335,0.933,-1.0542,4.60374,410.53992,3.34342
724,72400730,72401,ESP9001,156.0,public,3.0,10.0577,523.0,0.4878,1.0,52.0,1.0,,,,38.0,2.0,0.8006,0.9995,0.3762,-0.0322,-1.0542,27.15344,1626.79143,19.71992
725,72400731,72412,ESP1223,156.0,public,3.0,9.0909,600.0,0.6102,1.0,66.0,0.7576,0.0152,0.2121,0.0152,23.0,0.0,-0.9432,-0.1953,-0.0871,0.6101,-1.0542,1.0,73.70221,0.72624
726,72400732,72411,ESP1122,474.0,private,2.0,17.6111,634.0,0.5952,1.0,36.0,0.5139,0.25,0.2222,0.0,23.0,3.0,-0.6924,-0.5869,-2.0719,-2.0409,0.9042,8.8381,349.71613,6.41858
727,72400733,72402,ESP0204,156.0,private,2.0,25.1667,453.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0278,18.0,0.0,-1.4212,0.028,-1.1906,-0.9033,0.9042,5.22738,211.77726,3.79633
728,72400734,72406,ESP0612,156.0,private,,,,,,,,,,,,,,,,,,1.76429,57.32405,1.2813
729,72400735,72413,ESP9028,156.0,private,1.0,12.942,1786.0,0.4494,1.0,138.0,1.0,1.0,0.2754,0.0,23.0,2.0,-1.4212,-1.4551,-0.0384,-0.5111,0.9042,7.92041,623.69254,5.75212
730,72400736,72403,ESP0306,156.0,private,2.0,17.9237,1174.0,0.7229,1.0,65.5,1.0,1.0,0.3435,0.0,28.0,2.0,1.0283,0.9151,-0.4515,-0.1274,0.9042,1.69372,133.31642,1.23005
731,72400737,72413,ESP9026,156.0,public,3.0,9.1667,605.0,0.4598,1.0,66.0,0.9697,0.9697,0.9697,0.0303,28.0,1.0,0.8006,2.4895,1.2146,0.2785,0.9042,5.31445,624.52344,3.85957
732,72400738,72412,ESP1223,156.0,public,3.0,8.8864,391.0,0.4478,1.0,44.0,1.0,0.9091,0.1364,0.0,28.0,0.0,0.265,0.0131,0.6482,0.8378,-0.4859,1.0,72.14777,0.72624
733,72400739,72405,ESP0509,156.0,public,3.0,10.3537,761.0,0.4167,1.0,73.5,,,0.3401,0.0272,53.0,2.0,1.2478,0.43,-0.0384,0.2266,0.9042,3.0155,357.73244,2.18998
734,72400740,72408,ESP0816,156.0,private,2.0,,,,1.0,19.0,1.0,0.8947,0.1053,0.0,23.0,2.0,-1.4212,0.21,-1.0594,-2.0409,0.9042,9.1121,208.99278,6.61757
735,72400741,72413,ESP9026,156.0,public,3.0,13.7303,1222.0,0.4,1.0,89.0,1.0,1.0,1.0,0.0562,28.0,2.0,1.2478,0.8371,2.2587,1.6299,-1.0542,5.45072,476.07402,3.95853
736,72400742,72404,ESP0407,160.0,public,3.0,9.8673,967.0,0.431,1.0,98.0,0.9286,0.0714,0.9286,0.0306,28.0,0.0,0.4698,0.592,0.995,0.6584,0.287,1.73253,204.45973,1.25823
737,72400743,72404,ESP9007,160.0,public,3.0,8.0625,516.0,0.2913,1.0,64.0,,,,,23.0,0.0,-0.6884,-0.5869,0.0645,-0.4346,-0.1661,2.84799,181.04571,2.06832
738,72400744,72418,ESP9041,156.0,private,2.0,15.3077,398.0,1.3043,1.0,26.0,1.0,0.6154,0.3846,0.0,23.0,1.0,-0.949,-0.2968,-1.1401,-0.1274,0.9042,1.0,24.36884,0.72624
739,72400745,72417,ESP9038,156.0,public,3.0,11.5984,1415.0,0.4444,1.0,122.0,,,,0.0492,28.0,0.0,-1.4212,0.6676,-0.3856,0.2785,0.287,6.50094,784.54042,4.72124
740,72400746,72410,ESP1019,156.0,public,3.0,7.7742,482.0,0.4237,1.0,62.0,1.0,,,,18.0,0.0,0.8006,-1.4551,-0.0871,-0.1662,-1.4469,3.54094,181.35495,2.57157
741,72400747,72410,ESP1020,156.0,private,2.0,18.0759,714.0,0.6829,1.0,39.5,1.0,1.0,0.0,0.0,38.0,1.0,,,-0.7453,-0.7866,0.9042,4.33633,196.2985,3.14922
742,72400748,72409,ESP9017,160.0,public,3.0,,679.0,,1.0,,,,,,28.0,1.0,2.1432,1.0953,0.566,0.7929,-0.6263,13.00314,1409.14824,9.4434
743,72400749,72403,ESP0306,156.0,private,2.0,18.1212,1196.0,1.0,1.0,66.0,1.0,1.0,0.0,0.0758,53.0,1.0,-0.6884,-0.1776,-1.394,-1.419,0.9042,1.63464,142.14181,1.18714
744,72400750,72414,ESP1430,156.0,public,3.0,13.6957,945.0,0.219,1.0,69.0,1.0,1.0,0.9855,0.4348,28.0,3.0,0.1111,-0.1776,0.1945,-1.2225,0.9042,2.49226,297.75613,1.80998
745,72400751,72402,ESP0203,156.0,public,3.0,9.55,191.0,0.7895,1.0,20.0,1.0,0.8,0.1,0.1,23.0,1.0,1.6863,0.21,-0.0956,-0.0027,-1.0542,5.44199,224.09971,3.95219
746,72400752,72402,ESP0203,156.0,public,3.0,6.1633,151.0,1.0,1.0,24.5,1.0,1.0,1.0,0.0408,28.0,0.0,-0.4839,0.2701,-0.1605,-0.1274,0.9042,5.57156,146.38042,4.04629
747,72400753,72409,ESP9017,160.0,public,3.0,7.0794,223.0,1.9706,1.0,31.5,1.0,1.0,,0.0952,33.0,1.0,-0.3123,0.355,0.3435,0.3999,0.1571,34.98464,1148.55574,25.40725
