,CNTSCHID,Region,STRATUM,LANGTEST,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT
241,72400243,72413,ESP9026,156.0,public,3.0,14.1359,728.0,0.2017,1.0,51.5,1.0,0.9417,0.0,0.0874,23.0,3.0,-0.2723,-0.7828,0.3235,-0.9033,0.9042,4.75921,680.41713,3.45633
242,72400244,72413,ESP9029,156.0,private,1.0,,,,1.0,242.5,1.0,,,,28.0,3.0,-1.4212,-1.4551,-0.0384,0.6015,0.9042,1.0,247.73177,0.72624
243,72400245,72413,ESP9028,156.0,private,2.0,15.9895,1527.0,0.8824,1.0,95.5,0.9476,0.9476,0.1361,0.0,23.0,0.0,-0.949,-0.5869,-0.899,-0.1274,-0.0504,13.89808,518.00176,10.09335
244,72400246,72406,ESP0611,156.0,public,3.0,8.8955,596.0,0.7368,1.0,67.0,0.9851,0.9851,,,28.0,2.0,0.7566,1.5598,1.8059,2.1689,0.9042,1.0,104.43337,0.72624
245,72400247,72416,ESP9036,156.0,private,2.0,,,,,,,,,,,,-0.0955,-0.1776,,,,3.28221,167.51921,2.38367
246,72400248,72417,ESP9038,156.0,public,3.0,10.8352,493.0,0.7619,1.0,45.5,1.0,1.0,1.0,0.0,23.0,1.0,0.0259,0.2833,0.6943,0.2266,0.9042,11.93211,926.44899,8.66557
247,72400249,72413,ESP9029,,private,,,,,,,,,,,,,,,,,,1.70142,236.25066,1.23564
248,72400250,72404,ESP0408,160.0,private,1.0,8.4649,783.0,,1.0,92.5,1.0,1.0,0.1622,0.0649,23.0,2.0,0.1,0.8371,1.2239,-1.4302,-0.1661,1.01724,206.75024,0.73876
249,72400251,72405,ESP0509,156.0,public,3.0,10.3099,366.0,0.8451,1.0,35.5,,,,,23.0,1.0,-0.6884,1.7591,0.3894,1.1913,0.9042,5.55714,393.54231,4.03582
250,72400252,72413,ESP9026,156.0,public,3.0,12.7,508.0,0.3261,1.0,40.0,1.0,1.0,0.875,0.025,28.0,1.0,0.4698,0.4487,-0.0956,0.2266,-1.0542,8.39124,591.33458,6.09405
251,72400253,72403,ESP0305,156.0,public,3.0,,401.0,0.5882,1.0,,,,,,23.0,0.0,-0.9432,-0.2968,0.735,0.2266,0.9042,2.23611,139.33378,1.62395
252,72400254,72409,ESP0917,160.0,public,3.0,10.2595,672.0,0.3922,1.0,65.5,,0.916,0.916,,23.0,2.0,0.1,0.43,0.0645,0.352,0.9042,13.35777,1448.59471,9.70095
253,72400255,72410,ESP1019,156.0,public,3.0,,,,1.0,97.0,,,,,23.0,2.0,-1.4212,0.592,0.735,-0.3913,-1.0542,2.14716,186.44645,1.55936
254,72400256,72403,ESP0306,156.0,private,2.0,1.2444,28.0,1.25,1.0,22.5,0.4222,0.0,0.0,0.0,28.0,1.0,-0.6884,-0.1776,0.3373,-1.419,0.9042,6.69423,119.43922,4.86162
255,72400257,72407,ESP9014,156.0,private,2.0,7.4957,862.0,0.25,1.0,115.0,1.0,1.0,0.0,0.0,23.0,1.0,-0.4447,-1.4551,-2.0719,-2.0409,0.1571,3.3873,384.68458,2.46
256,72400258,72407,ESP9014,156.0,private,2.0,18.2381,1149.0,0.25,1.0,63.0,1.0,1.0,0.0159,0.0159,28.0,1.0,-1.4212,0.6676,-1.528,-0.1695,0.9042,4.22417,385.79459,3.06776
257,72400259,72415,ESP1532,156.0,public,3.0,7.0149,470.0,1.0,1.0,67.0,1.0,1.0,1.0,0.0299,18.0,0.0,-1.4212,0.661,-0.9664,0.6101,-1.0542,1.69934,118.9547,1.23413
258,72400260,72418,ESP9041,156.0,private,2.0,18.1519,717.0,0.5,1.0,39.5,1.0,1.0,0.3544,0.038,38.0,1.0,-1.4212,-0.1776,-1.6103,-2.0409,0.9042,1.0,47.37045,0.72624
259,72400261,72409,ESP0917,160.0,public,3.0,6.0541,112.0,1.0,1.0,18.5,1.0,1.0,0.2703,0.0,18.0,1.0,-1.4212,-1.4551,-3.3611,-2.0904,0.9042,34.98464,504.02125,25.40725
260,72400262,72414,ESP1430,156.0,public,3.0,10.4317,725.0,0.5,1.0,69.5,1.0,1.0,0.8633,0.0432,23.0,3.0,2.1284,1.0953,1.6524,0.9028,-0.4859,5.18231,320.27475,3.7636
261,72400263,72404,ESP0407,160.0,public,3.0,5.5,220.0,1.0,1.0,40.0,0.925,0.125,0.925,0.025,18.0,0.0,1.3065,0.43,1.6665,-0.1459,0.9042,4.95008,134.00648,3.59494
262,72400264,72409,ESP9017,160.0,public,3.0,10.2857,540.0,1.0753,1.0,52.5,1.0,1.0,0.1619,0.0762,33.0,1.0,0.4263,0.21,-1.4381,-0.9287,0.9042,14.84197,1404.60097,10.77883
263,72400265,72417,ESP1738,156.0,public,3.0,9.1657,802.0,0.8475,1.0,87.5,1.0,0.9657,,0.0229,28.0,1.0,-0.2376,0.43,0.6482,0.2266,-1.0542,6.98249,1014.73306,5.07097
264,72400266,72418,ESP9040,156.0,public,3.0,13.1667,1422.0,0.2759,1.0,108.0,1.0,1.0,1.0,0.0,28.0,1.0,-0.6924,0.2833,0.9702,-0.0322,0.9042,1.0,196.00346,0.72624
265,72400268,72412,ESP1223,156.0,public,3.0,11.0526,1365.0,0.6612,1.0,123.5,0.9676,,,0.0324,28.0,1.0,-1.4212,-0.7828,-0.9664,-0.4321,-0.1661,1.0,100.57555,0.72624
266,72400269,72416,ESP9035,156.0,public,3.0,8.963,484.0,0.6494,1.0,54.0,1.0,1.0,0.8889,0.0,53.0,0.0,0.8006,0.2765,-0.6364,-0.0027,-0.3006,3.73567,420.31703,2.71299
267,72400270,72408,ESP0815,156.0,public,3.0,10.5833,762.0,0.2703,1.0,72.0,1.0,1.0,,,23.0,0.0,0.1,0.2633,-0.1522,0.2266,0.287,3.37803,384.66524,2.45326
268,72400271,72405,ESP9009,156.0,public,3.0,10.875,522.0,0.4353,1.0,48.0,1.0,1.0,0.9167,0.0417,28.0,3.0,1.0245,-0.2968,0.1795,-0.5614,0.9042,4.80247,392.86117,3.48775
269,72400272,72404,ESP0407,160.0,public,3.0,8.7857,738.0,0.7692,1.0,84.0,,0.8452,0.1429,0.0357,18.0,2.0,-0.4873,0.2633,0.0645,0.9002,-1.0542,2.44592,201.37165,1.77633
270,72400273,72408,ESP0815,156.0,public,3.0,8.5075,285.0,1.12,1.0,33.5,1.0,0.8806,0.1194,0.0,48.0,0.0,1.2478,0.6798,-0.6823,-2.0409,0.9042,7.01101,402.39516,5.09167
271,72400274,72412,ESP1224,156.0,private,2.0,47.7975,1888.0,0.2982,1.0,39.5,1.0,1.0,1.0,0.0506,33.0,0.0,1.2478,1.5598,-3.3785,-2.0409,0.9042,1.0,129.86324,0.72624
272,72400275,72401,ESP0101,156.0,public,3.0,,,,1.0,69.0,1.0,1.0,1.0,0.029,33.0,0.0,0.4698,-0.1776,0.8035,-0.1563,0.9042,16.44872,1754.73736,11.94572
273,72400276,72408,ESP0815,156.0,public,3.0,13.7756,2149.0,0.1923,1.0,156.0,1.0,,,,33.0,1.0,1.9221,1.5435,1.2291,0.6101,0.3009,2.81503,387.24142,2.04438
274,72400277,72413,ESP9026,156.0,public,3.0,,,,1.0,82.0,1.0,,,,28.0,3.0,-0.2376,-0.5869,-0.8431,-2.0409,0.9042,4.90565,568.38671,3.56268
275,72400278,72415,ESP1533,156.0,private,2.0,15.4091,678.0,0.6383,1.0,44.0,,,,0.0,28.0,0.0,-1.4212,-0.1776,-0.9148,-0.9033,0.9042,2.59103,128.12747,1.88171
276,72400279,72405,ESP0510,156.0,private,2.0,17.9063,573.0,0.4878,1.0,32.0,1.0,1.0,0.9688,0.0,43.0,1.0,-0.0591,1.5598,-0.0956,-0.7733,0.9042,9.33248,343.04655,6.77762
277,72400280,72407,ESP9014,156.0,private,2.0,23.4408,2473.0,0.6849,1.0,105.5,1.0,1.0,,0.019,18.0,2.0,-0.4526,-0.3163,-0.5078,-0.9033,-0.6019,4.54499,421.60687,3.30075
278,72400281,72413,ESP9026,156.0,public,3.0,13.1442,1413.0,0.3782,1.0,107.5,1.0,0.7256,0.1535,0.093,28.0,2.0,1.4783,2.1075,1.0522,0.9355,-1.0542,5.79758,615.47448,4.21044
279,72400282,72410,ESP1019,156.0,public,3.0,6.7167,403.0,1.0,1.0,60.0,1.0,1.0,1.0,,23.0,0.0,-0.3123,-1.4551,-1.4545,-0.8302,-4.0518,3.10513,205.52216,2.25507
280,72400283,72413,ESP9027,156.0,private,1.0,7.7647,330.0,1.6667,1.0,42.5,,0.6118,0.4235,0.0471,18.0,2.0,-1.4212,0.355,-1.2585,1.1314,-0.2798,1.0,11.88145,0.72624
281,72400284,72406,ESP0611,156.0,public,3.0,9.6421,458.0,0.8696,1.0,47.5,1.0,,,0.0,28.0,1.0,-0.6344,0.6231,-0.2024,-0.7733,0.9042,1.48953,99.6913,1.08176
282,72400285,72416,ESP9036,451.0,private,2.0,15.3939,762.0,0.8679,1.0,49.5,0.0,0.9192,0.0808,0.0,18.0,0.0,1.0283,0.1964,0.6886,0.3498,-0.6263,3.28221,164.02804,2.38367
283,72400286,72411,ESP1121,474.0,public,3.0,5.0145,173.0,2.8571,1.0,34.5,0.9855,0.8841,0.058,0.029,13.0,2.0,-0.949,0.43,-0.0956,-0.8166,0.9042,9.46756,179.09834,6.87572
284,72400287,72414,ESP1430,156.0,public,3.0,12.241,1016.0,0.3333,1.0,83.0,1.0,1.0,0.9398,0.0361,28.0,1.0,2.455,1.872,1.0522,0.9355,-1.0542,2.16216,331.63741,1.57025
285,72400288,72407,ESP9013,156.0,public,3.0,11.6712,852.0,0.2384,1.0,73.0,1.0,0.0479,0.911,0.0411,28.0,1.0,1.0283,0.4613,-0.0956,0.6479,-0.3006,2.57054,367.68364,1.86683
286,72400289,72416,ESP9036,156.0,private,2.0,16.1096,588.0,0.7391,1.0,36.5,1.0,1.0,0.4247,0.0274,23.0,0.0,-0.4447,-0.1776,-0.3284,-1.2401,-0.3561,6.56442,180.33595,4.76734
287,72400290,72402,ESP9003,156.0,public,3.0,10.7654,436.0,0.5769,1.0,40.5,,0.0247,,,28.0,0.0,-1.4212,0.1077,-0.0956,0.6101,0.9042,3.77428,216.30259,2.74103
288,72400291,72416,ESP9037,156.0,private,2.0,18.2513,1743.0,1.1947,1.0,95.5,,,0.6597,0.0524,28.0,1.0,-1.4212,0.6736,-2.0719,-0.1274,0.9042,1.34188,150.44873,0.97453
289,72400292,72415,ESP1533,156.0,private,2.0,15.6364,860.0,0.6863,1.0,55.0,1.0,0.5909,0.2727,0.0909,18.0,0.0,-0.2805,-1.4551,-0.0956,-0.3913,0.9042,2.05496,119.15829,1.49239
290,72400293,72410,ESP1020,156.0,private,2.0,14.8571,260.0,1.5,1.0,17.5,1.0,1.0,0.2571,0.0,18.0,0.0,0.4774,0.4613,-0.9148,-1.2225,0.9042,4.85256,88.85213,3.52413
291,72400294,72415,ESP9033,156.0,private,3.0,1.3,65.0,1.25,1.0,50.0,1.0,0.99,0.0,0.01,23.0,1.0,-1.4212,-0.1776,-1.4545,-1.2356,0.9042,1.8623,117.891,1.35248
292,72400295,72416,ESP9035,156.0,public,3.0,6.6667,300.0,0.8,1.0,45.0,1.0,1.0,,0.0222,43.0,0.0,-1.4212,-1.4551,1.0522,-0.1274,0.9042,5.06123,262.34663,3.67567
293,72400296,72413,ESP9026,156.0,public,3.0,14.931,866.0,0.3378,1.0,58.0,0.1293,0.8707,0.0,0.0345,28.0,1.0,0.5916,1.0064,1.2343,1.1337,-0.5083,4.65499,656.73662,3.38064
294,72400297,72413,ESP9028,156.0,private,2.0,12.4,806.0,0.625,1.0,65.0,1.0,0.6923,0.3077,,23.0,2.0,-0.949,0.2765,-1.5397,-0.26,0.9042,13.89808,534.11342,10.09335
295,72400298,72415,ESP1533,156.0,private,2.0,12.9539,2390.0,0.2795,1.0,184.5,1.0,0.6043,0.3957,0.0813,28.0,1.0,1.3065,1.872,-0.9148,-0.1274,0.9042,1.0,161.0,0.72624
296,72400299,72411,ESP1121,474.0,public,3.0,7.1688,276.0,1.1111,1.0,38.5,1.0,0.9351,0.039,0.2597,28.0,0.0,1.6863,0.592,2.1248,-0.0875,0.9042,9.46756,360.13854,6.87572
297,72400300,72407,ESP9014,156.0,private,2.0,17.6316,1005.0,0.3846,1.0,57.0,1.0,0.3684,0.6316,0.0,28.0,1.0,-1.4212,0.2833,-2.0719,-0.1274,0.9042,3.8608,318.3758,2.80387
298,72400301,72413,ESP9026,156.0,public,3.0,12.1839,530.0,0.5814,1.0,43.5,,0.7701,0.1149,0.1149,28.0,1.0,0.4399,-0.0719,1.4169,0.7485,-1.0542,7.33027,614.61121,5.32354
299,72400302,72415,ESP1532,156.0,public,3.0,10.3704,700.0,0.2326,1.0,67.5,1.0,1.0,1.0,0.0593,23.0,0.0,0.1111,-0.1776,-0.3856,-1.419,-0.3006,1.25118,156.57676,0.90866
300,72400303,72407,ESP9013,156.0,public,3.0,11.8618,1287.0,0.2941,1.0,108.5,1.0,1.0,1.0,0.0461,28.0,1.0,1.0283,0.6736,0.1795,0.2266,0.9042,2.40988,407.44977,1.75015
301,72400304,72410,ESP1020,156.0,private,2.0,20.9032,324.0,1.3333,1.0,15.5,1.0,1.0,0.0,0.0,23.0,0.0,-0.3123,1.3477,-1.6103,-1.2356,0.9042,4.85256,146.93062,3.52413
302,72400305,72407,ESP9013,156.0,public,3.0,,,,1.0,49.5,1.0,,,,23.0,1.0,1.9184,1.0815,-0.2686,-0.1274,-1.0542,4.33237,350.40611,3.14634
303,72400306,72410,ESP1019,156.0,public,3.0,12.0613,983.0,0.6881,1.0,81.5,1.0,1.0,0.816,0.0307,28.0,2.0,-0.4907,-0.1953,-2.0719,-0.9033,-0.1764,1.92222,208.03436,1.39599
304,72400307,72406,ESP0611,156.0,public,3.0,9.7447,687.0,0.641,1.0,70.5,1.0,1.0,,0.0,23.0,1.0,0.1,0.2833,0.8153,-0.5079,-1.0542,1.4634,104.34857,1.06278
305,72400308,72402,ESP9003,156.0,public,3.0,11.5575,1306.0,1.2963,1.0,113.0,0.0,0.0,0.0,0.2655,28.0,1.0,0.8728,,0.1795,0.2266,-1.0542,1.87263,217.94919,1.35998
306,72400309,72401,ESP9001,156.0,public,3.0,10.4531,669.0,0.5455,1.0,64.0,,,,0.0156,33.0,1.0,1.4783,0.43,0.1795,0.9028,0.9042,16.13837,1573.8173,11.72033
307,72400310,72407,ESP9013,156.0,public,3.0,,,,,,,,,,,,1.0283,1.3405,0.976,0.6015,0.1571,4.64556,413.16557,3.37379
308,72400311,72406,ESP9012,156.0,private,2.0,19.1111,1118.0,0.2985,1.0,58.5,1.0,1.0,0.0,0.0,23.0,0.0,-1.4212,-0.5869,-2.0719,-1.2356,0.1571,1.08971,74.00233,0.79139
309,72400312,72408,ESP0816,156.0,private,1.0,16.023,697.0,1.1364,1.0,43.5,1.0,1.0,0.069,0.0,23.0,1.0,-1.4212,0.1893,-1.4335,-0.7733,0.9042,9.1121,349.82522,6.61757
310,72400313,72416,ESP9035,451.0,public,3.0,9.1123,852.0,1.0843,1.0,93.5,1.0,1.0,0.0,0.0,23.0,1.0,0.6221,0.8371,-0.0384,0.2266,0.9042,3.20928,226.66028,2.33071
311,72400314,72401,ESP0101,156.0,public,3.0,8.8875,711.0,0.25,1.0,80.0,1.0,1.0,0.9938,0.0,18.0,1.0,0.7922,0.9088,1.8821,1.4511,-0.6263,40.73016,636.30356,29.57988
312,72400315,72407,ESP9013,156.0,public,3.0,5.2727,145.0,1.0909,1.0,27.5,1.0,1.0,1.0,0.0364,13.0,,0.3096,0.2432,-0.6902,0.5986,0.9042,14.55023,93.24119,10.56696
313,72400316,72405,ESP9009,156.0,public,3.0,11.7647,1100.0,2.5302,1.0,93.5,1.0,0.9198,0.9198,,13.0,2.0,-0.949,0.0131,-0.9505,0.2785,0.9042,2.90299,423.97448,2.10826
314,72400317,72402,ESP0203,156.0,public,3.0,10.7031,685.0,0.5285,1.0,64.0,1.0,0.6484,0.3516,0.1016,23.0,2.0,1.2478,0.8371,0.4651,0.9355,0.9042,1.66143,215.03463,1.2066
315,72400318,72409,ESP0917,156.0,public,3.0,,,,,,,,,,28.0,1.0,-0.1018,1.8544,0.976,1.2182,-0.6263,12.34752,1459.76008,8.96726
316,72400319,72405,ESP0509,156.0,public,3.0,8.0455,177.0,0.6585,1.0,22.0,1.0,1.0,0.9318,0.0455,23.0,1.0,0.6269,0.4613,1.0889,0.1875,0.9042,9.2619,267.25135,6.72637
317,72400320,72419,ESP9042,156.0,public,3.0,11.7241,680.0,0.3673,1.0,58.0,,,0.0,0.0,53.0,2.0,0.7566,0.6736,0.5515,0.2266,-1.0542,1.0,151.71794,0.72624
318,72400321,72417,ESP1738,160.0,public,3.0,6.2188,199.0,0.8824,1.0,32.0,1.0,1.0,0.8906,0.0625,18.0,2.0,-0.0672,-0.614,-0.1493,-0.4346,0.9042,22.44372,779.38494,16.29953
319,72400322,72412,ESP1224,156.0,private,2.0,10.1563,650.0,1.0,1.0,64.0,1.0,0.9844,0.9844,0.0313,28.0,1.0,0.7566,-0.1953,-0.9505,-2.0409,0.9042,1.0,54.34112,0.72624
320,72400323,72416,ESP9035,451.0,public,3.0,8.293,651.0,0.7075,1.0,78.5,0.1274,0.8726,,,53.0,1.0,0.7566,0.9088,0.1795,0.6015,0.3009,2.68968,150.93199,1.95335
321,72400324,72412,ESP1224,156.0,private,2.0,16.902,862.0,0.5556,1.0,51.0,0.9216,0.0,0.0686,0.0098,23.0,0.0,-0.949,0.2633,1.4126,-0.5079,-0.4859,1.0,76.23427,0.72624
322,72400325,72413,ESP9029,156.0,private,1.0,11.3043,130.0,1.0,0.0,11.5,0.913,,,0.087,18.0,0.0,-1.4212,-1.4551,-3.3785,-2.0409,0.9042,8.41081,153.43618,6.10827
323,72400326,72416,ESP9036,156.0,private,2.0,13.3125,639.0,1.0638,1.0,48.0,1.0,0.8229,0.1771,0.0,48.0,0.0,0.6299,0.43,0.1795,0.1439,0.9042,3.28221,158.46701,2.38367
324,72400327,72413,ESP9027,156.0,private,2.0,15.5939,1536.0,1.0417,1.0,98.5,1.0,0.4467,0.5127,0.0406,23.0,3.0,0.1,1.0815,-0.8602,-0.1274,0.1571,1.0,91.17759,0.72624
325,72400328,72405,ESP0510,156.0,private,2.0,21.5556,679.0,1.0638,1.0,31.5,1.0,1.0,,0.0,48.0,3.0,-0.2264,0.122,-0.335,0.2785,0.9042,7.2586,422.72056,5.27149
326,72400329,72416,ESP9037,451.0,private,2.0,16.25,325.0,0.6,1.0,20.0,1.0,1.0,,,23.0,1.0,0.5994,-0.1776,-0.3856,-0.9138,0.9042,3.17922,105.41988,2.30888
327,72400330,72414,ESP1431,156.0,private,2.0,,519.0,0.3091,1.0,,,,,,23.0,2.0,-1.4212,-0.1776,-0.3856,-0.5111,0.3009,3.4693,330.79468,2.51954
328,72400331,72414,ESP1430,156.0,public,3.0,11.3869,780.0,0.3448,1.0,68.5,,,0.9708,0.0292,28.0,2.0,0.0686,0.6924,0.735,0.2266,-1.0542,4.13273,351.4947,3.00135
329,72400332,72416,ESP9037,156.0,private,2.0,12.15,486.0,1.0,1.0,40.0,0.9125,0.9125,0.125,0.025,23.0,2.0,-0.9432,0.0131,0.1795,0.2688,-0.1764,3.26303,132.38451,2.36974
330,72400334,72404,ESP9007,160.0,public,3.0,8.5733,643.0,0.6863,1.0,75.0,1.0,0.98,,0.02,23.0,0.0,0.8006,0.592,0.0645,-0.0127,-1.0542,2.07903,197.06494,1.50988
331,72400335,72408,ESP0815,156.0,public,3.0,8.7013,335.0,0.4412,1.0,38.5,1.0,1.0,1.0,0.0,23.0,0.0,2.1861,-0.2129,-0.4684,0.2688,0.9042,8.0779,405.60705,5.86649
332,72400336,72410,ESP1020,156.0,private,2.0,18.8871,1171.0,1.2464,1.0,62.0,1.0,1.0,0.0242,0.0323,23.0,2.0,0.4997,0.8371,-0.335,0.2266,0.9042,2.99717,199.74358,2.17667
333,72400337,72407,ESP9014,156.0,private,,1.0,19.0,,1.0,29.0,1.0,0.5172,0.4828,,18.0,2.0,-1.4212,1.872,-0.0956,-0.5111,0.9042,13.54922,220.80735,9.83999
334,72400338,72416,ESP9036,156.0,private,2.0,12.6316,1200.0,1.0,1.0,95.0,1.0,1.0,1.0,0.0053,53.0,1.0,-1.4212,-0.1953,-1.4545,-0.1177,0.1571,1.93286,170.78604,1.40372
335,72400339,72406,ESP0611,156.0,public,3.0,9.0701,712.0,0.3876,1.0,78.5,1.0,1.0,1.0,0.0701,28.0,2.0,-0.2805,0.2701,-0.7293,0.4883,-1.0542,1.0,119.97794,0.72624
336,72400340,72406,ESP0611,156.0,public,3.0,9.0175,257.0,1.4138,1.0,28.5,1.0,1.0,0.8596,0.0351,23.0,0.0,0.1423,0.3786,0.4651,1.2538,0.9042,1.77476,98.82143,1.2889
337,72400341,72406,ESP0612,156.0,private,2.0,,,,1.0,,,,,,48.0,2.0,-0.3123,-1.4551,-0.4515,-1.2225,0.9042,1.76429,80.28302,1.2813
338,72400342,72413,ESP9028,156.0,private,2.0,13.4146,275.0,0.0476,1.0,20.5,1.0,0.4878,0.5122,0.0488,18.0,2.0,-0.6344,0.5116,-1.6103,-2.0409,0.9042,13.89808,634.99711,10.09335
339,72400343,72404,ESP0407,160.0,public,3.0,8.3294,354.0,0.3472,1.0,42.5,,,0.0235,0.0235,23.0,1.0,0.265,0.8242,1.4657,0.7482,0.9042,2.63169,199.12945,1.91124
340,72400344,72416,ESP9035,156.0,public,3.0,8.4749,1517.0,0.7292,1.0,179.0,1.0,0.7905,0.1872,0.0223,23.0,2.0,-0.9432,-0.1953,0.2773,0.6101,-0.1661,2.43462,310.65684,1.76812
341,72400345,72408,ESP0815,156.0,public,3.0,11.8347,716.0,1.2389,1.0,60.5,1.0,0.7273,0.2562,0.0165,33.0,1.0,2.455,0.4613,0.8153,0.2266,0.9042,3.12255,411.59834,2.26772
342,72400346,72411,ESP1122,156.0,private,2.0,16.129,500.0,1.0,1.0,31.0,1.0,0.9677,0.0323,0.0,28.0,1.0,-0.2692,0.21,-2.0719,-1.2225,0.9042,8.8381,277.24555,6.41858
343,72400347,72409,ESP9017,160.0,public,3.0,8.7143,244.0,0.3509,1.0,28.0,1.0,1.0,0.0,0.0,53.0,0.0,2.9595,1.5435,0.4363,-2.0904,0.9042,31.26287,1616.2284,22.70435
344,72400348,72417,ESP9039,156.0,private,1.0,1.0,37.0,,1.0,38.0,1.0,1.0,0.4605,0.0132,38.0,2.0,-1.4212,-1.4551,-1.1401,-1.9608,0.9042,21.34345,714.82554,15.50047
345,72400349,72416,ESP9034,156.0,public,3.0,6.566,174.0,1.0,1.0,26.5,1.0,1.0,1.0,0.0377,13.0,0.0,0.2729,-1.4551,-1.8118,-2.0409,0.9042,1.48045,4.31356,1.07516
346,72400350,72403,ESP0306,156.0,private,2.0,12.1111,327.0,0.4167,1.0,27.0,,0.7778,0.4074,0.0,23.0,1.0,0.1,1.6509,-0.0956,0.2266,0.9042,3.34712,73.37232,2.43081
347,72400351,72413,ESP9029,156.0,private,1.0,12.9032,800.0,1.0,1.0,62.0,1.0,1.0,0.9919,0.0,28.0,0.0,0.6299,1.3635,-0.3261,0.9651,0.9042,1.61512,217.60213,1.17296
348,72400352,72404,ESP0408,160.0,private,2.0,14.7966,873.0,0.8333,1.0,59.0,1.0,0.9831,0.0,0.0169,23.0,2.0,1.2478,0.028,-0.83,-0.7405,0.9042,4.04939,220.80884,2.94083
349,72400353,72405,ESP0509,156.0,public,3.0,11.5455,635.0,0.8182,1.0,55.0,1.0,1.0,0.0545,0.0364,28.0,2.0,-1.4212,0.355,-1.6103,0.2266,0.9042,3.5045,448.32131,2.54511
350,72400354,72416,ESP9036,156.0,private,2.0,11.5088,328.0,0.8571,1.0,28.5,,,0.0702,0.0,33.0,0.0,1.2478,0.6798,-0.6823,0.8715,-1.0542,3.28221,80.20923,2.38367
351,72400355,72413,ESP9027,156.0,private,3.0,14.8391,1291.0,0.5747,1.0,87.0,1.0,0.9655,0.0115,0.023,28.0,0.0,-1.4212,0.6736,-0.6364,0.6101,-0.4859,1.0,84.55346,0.72624
352,72400356,72416,ESP9037,156.0,private,2.0,16.7634,1559.0,0.8911,1.0,93.0,0.9892,0.9892,0.0,0.0,28.0,2.0,-0.949,0.9218,-0.5715,-0.1695,0.9042,3.17922,88.19984,2.30888
353,72400357,72406,ESP0611,156.0,public,3.0,12.4301,1156.0,0.5072,1.0,93.0,1.0,0.2581,0.7419,0.0108,23.0,1.0,-1.4212,-1.4551,-0.335,-0.5079,-0.061,1.81334,105.1539,1.31692
354,72400358,72416,ESP9034,156.0,public,3.0,3.3684,96.0,1.0,1.0,28.5,1.0,1.0,1.0,0.0,13.0,0.0,-0.3123,1.0815,2.7144,-0.1274,0.9042,1.40909,16.45831,1.02334
355,72400359,72416,ESP9034,156.0,public,3.0,6.7813,217.0,0.6977,1.0,32.0,,,0.0625,0.0,43.0,0.0,-1.4212,-1.4551,-0.044,0.1439,0.9042,1.49427,24.56892,1.0852
356,72400360,72414,ESP1431,156.0,private,2.0,2.4118,41.0,0.4878,1.0,17.0,1.0,1.0,0.5,0.0882,28.0,0.0,1.3498,0.8371,-1.4335,0.3951,0.9042,7.51681,311.22384,5.45901
357,72400361,72408,ESP9016,156.0,private,2.0,17.7297,328.0,1.7188,1.0,18.5,0.0,,,,28.0,1.0,0.3066,0.028,-0.9148,-0.1274,0.9042,9.1121,274.09053,6.61757
358,72400362,72415,ESP1533,156.0,private,2.0,16.6537,1707.0,0.3252,1.0,102.5,1.0,0.9854,0.4244,0.0488,28.0,2.0,-0.6344,0.028,-0.6364,-0.5079,0.9042,1.0,120.0,0.72624
359,72400363,72404,ESP0408,,private,,,,,,,,,,,,,,,,,,10.02706,127.96445,7.28205
360,72400364,72416,ESP9036,156.0,private,2.0,16.863,1231.0,1.0506,1.0,73.0,1.0,0.4726,0.5274,0.0137,28.0,0.0,-0.6344,0.5116,-0.5654,-0.2472,0.9042,1.95457,160.47423,1.41949
361,72400365,72410,ESP1020,156.0,private,2.0,,,,,,,,,,18.0,0.0,1.7368,1.776,1.9188,0.2266,0.9042,4.85256,180.4888,3.52413
362,72400366,72406,ESP0611,156.0,public,3.0,9.4595,525.0,1.2222,1.0,55.5,1.0,1.0,0.1441,0.036,18.0,1.0,-0.9432,1.3405,0.1795,0.8689,-1.4581,1.24498,97.37866,0.90416
363,72400367,72413,ESP9026,156.0,public,3.0,,,,1.0,67.0,1.0,0.0224,,,28.0,1.0,0.4292,0.4613,1.7012,0.7185,-0.4859,4.28009,639.56127,3.10838
364,72400368,72414,ESP1431,156.0,private,3.0,38.1667,687.0,0.6667,1.0,18.0,0.0,0.2778,0.2778,0.0,43.0,1.0,0.3066,0.028,0.6482,-2.0409,0.9042,6.86317,338.74417,4.98431
365,72400369,72402,ESP0203,156.0,public,3.0,5.4921,173.0,1.0,1.0,31.5,1.0,0.1429,0.7937,0.0635,18.0,0.0,0.2986,0.5185,-0.3856,-0.3913,-1.0542,5.57156,191.45983,4.04629
366,72400370,72407,ESP9013,156.0,public,3.0,6.88,258.0,2.9091,1.0,37.5,1.0,1.0,0.0,0.0,23.0,1.0,0.4292,0.8371,-2.0719,-0.1274,-1.4581,6.88538,406.42342,5.00044
